age,father_education,mother_education,school_type,scholarship,smoking_frequency,study_hours_extra,extracurricular,work_hours,math_grade,language_grade,aptitude_score
20,universidad,secundaria,publico,1,no_fuma,15+,cultural,0.7,75.6,87.6,1300.0
17,universidad,universidad,privado,1,fuma_poco,<5,social,0.4,58.7,80.7,1222.0
18,universidad,secundaria,publico,0,no_fuma,<5,cultural,15.2,75.8,71.9,1270.0
21,universidad,posgrado,publico,0,fumador_constante,<5,cultural,0.0,70.9,77.9,1300.0
19,secundaria,secundaria,publico,1,no_fuma,15+,cultural,6.7,90.0,75.8,1300.0
20,primaria,secundaria,publico,0,fuma_poco,<15,cultural,17.0,89.1,82.4,1300.0
21,secundaria,primaria,publico,1,no_fuma,<10,social,2.2,82.9,67.4,1266.0
19,primaria,primaria,privado,0,fuma_poco,<15,deportiva,28.1,71.7,77.7,1142.0
19,bachillerato,bachillerato,publico,0,no_fuma,<10,deportiva,24.2,94.9,81.6,1300.0
17,secundaria,secundaria,privado,0,no_fuma,<15,social,0.0,59.5,78.3,1241.0
18,posgrado,universidad,publico,0,no_fuma,<5,cultural,2.7,61.0,90.1,1300.0
18,bachillerato,sin_estudios,privado,1,fumador_constante,15+,cultural,0.0,74.2,85.0,1300.0
21,universidad,secundaria,publico,0,no_fuma,<10,cultural,4.2,97.5,77.9,1300.0
18,primaria,secundaria,privado,1,no_fuma,<15,deportiva,19.7,73.0,80.0,1290.0
20,universidad,sin_estudios,publico,0,fumador_ocasional,<5,social,7.9,73.2,80.7,1271.0
18,posgrado,primaria,privado,0,no_fuma,<10,cultural,16.6,60.6,81.6,1244.0
21,bachillerato,bachillerato,publico,0,fumador_constante,<10,deportiva,0.0,84.5,61.6,1300.0
18,bachillerato,bachillerato,publico,0,no_fuma,<10,deportiva,20.0,84.5,75.3,1265.0
20,universidad,bachillerato,publico,1,fuma_poco,<5,social,6.4,82.9,64.6,1300.0
17,primaria,bachillerato,privado,0,no_fuma,<15,deportiva,12.1,68.7,89.5,1300.0
21,bachillerato,bachillerato,publico,0,no_fuma,<5,social,11.1,67.9,77.5,1278.0
17,secundaria,sin_estudios,privado,0,fuma_poco,<15,deportiva,0.0,62.1,76.3,1277.0
17,primaria,bachillerato,publico,0,fuma_poco,15+,cultural,0.5,75.8,86.1,1300.0
17,secundaria,posgrado,publico,0,fumador_ocasional,<15,social,21.7,64.2,81.8,1196.0
19,primaria,bachillerato,publico,1,no_fuma,<15,cultural,16.0,63.2,67.8,1280.0
19,sin_estudios,universidad,privado,0,no_fuma,<15,cultural,22.5,70.8,77.4,1226.0
17,primaria,secundaria,privado,0,no_fuma,<10,cultural,15.2,70.1,75.0,1193.0
21,posgrado,universidad,privado,0,fumador_constante,15+,deportiva,13.4,69.6,62.3,1258.0
20,bachillerato,universidad,publico,1,no_fuma,<10,deportiva,0.0,79.7,71.8,1300.0
20,posgrado,bachillerato,publico,0,no_fuma,<15,social,9.3,75.8,76.3,1300.0
18,secundaria,posgrado,privado,0,no_fuma,<15,social,11.7,72.1,77.0,1214.0
21,secundaria,primaria,publico,0,fuma_poco,<10,cultural,31.5,76.8,64.7,1246.0
19,bachillerato,sin_estudios,privado,0,no_fuma,<10,deportiva,18.9,65.1,88.4,1183.0
17,secundaria,universidad,privado,0,fumador_constante,<10,deportiva,27.4,76.1,77.1,1300.0
18,primaria,universidad,privado,0,no_fuma,15+,deportiva,18.0,76.5,78.3,1300.0
20,bachillerato,primaria,privado,1,fumador_ocasional,15+,cultural,4.9,60.0,81.6,1300.0
19,secundaria,secundaria,publico,0,no_fuma,<10,social,13.2,85.0,70.9,1300.0
19,bachillerato,sin_estudios,publico,1,fuma_poco,<15,cultural,14.4,66.2,82.1,1209.0
17,bachillerato,secundaria,privado,0,fumador_constante,15+,social,2.6,75.9,74.7,1300.0
20,primaria,universidad,publico,0,no_fuma,<5,deportiva,8.2,86.6,69.9,1293.0
21,primaria,bachillerato,privado,0,fumador_constante,<5,deportiva,9.9,84.3,83.2,1300.0
19,universidad,secundaria,privado,0,no_fuma,<15,deportiva,28.1,75.3,91.4,1300.0
17,bachillerato,secundaria,publico,1,fumador_constante,15+,cultural,0.0,71.4,84.5,1300.0
21,primaria,sin_estudios,privado,0,fuma_poco,15+,deportiva,24.1,84.5,86.3,1274.0
20,posgrado,secundaria,publico,0,no_fuma,<10,social,2.6,81.7,73.3,1261.0
19,primaria,bachillerato,publico,0,no_fuma,<5,deportiva,0.0,68.8,63.6,1300.0
21,bachillerato,posgrado,publico,1,no_fuma,<10,social,23.8,67.1,91.4,1300.0
21,posgrado,universidad,publico,0,no_fuma,<5,cultural,19.3,54.3,96.5,1300.0
21,secundaria,sin_estudios,publico,1,no_fuma,<10,social,24.5,76.5,91.9,1267.0
19,primaria,posgrado,publico,0,no_fuma,<15,cultural,20.0,74.2,75.0,1253.0
19,primaria,universidad,privado,0,no_fuma,<5,social,32.6,86.4,67.6,1201.0
18,secundaria,universidad,privado,0,fumador_ocasional,15+,deportiva,17.6,78.6,68.4,1300.0
20,primaria,bachillerato,publico,0,no_fuma,<10,cultural,10.4,88.3,62.8,1234.0
17,bachillerato,secundaria,publico,0,no_fuma,<15,social,15.4,68.0,77.0,1300.0
21,primaria,secundaria,privado,0,fuma_poco,<5,deportiva,24.4,86.4,92.5,1247.0
18,bachillerato,primaria,publico,1,no_fuma,<10,deportiva,4.2,69.7,76.7,1300.0
17,posgrado,secundaria,publico,1,no_fuma,<5,cultural,5.5,82.8,80.7,1300.0
18,universidad,secundaria,publico,1,no_fuma,15+,social,8.9,60.4,90.4,1300.0
19,bachillerato,bachillerato,publico,0,fumador_constante,15+,cultural,0.0,77.4,74.4,1300.0
21,secundaria,universidad,publico,0,fumador_ocasional,<10,cultural,13.4,55.2,96.3,1247.0
17,bachillerato,bachillerato,privado,0,no_fuma,<5,deportiva,0.0,72.3,95.9,1273.0
17,bachillerato,primaria,publico,1,fuma_poco,15+,deportiva,12.5,79.4,76.8,1300.0
17,secundaria,posgrado,publico,1,no_fuma,<10,social,20.7,69.8,72.8,1300.0
17,primaria,posgrado,publico,0,fuma_poco,<5,deportiva,7.2,64.5,84.3,1275.0
17,universidad,universidad,publico,0,fuma_poco,<15,cultural,28.8,83.5,74.9,1257.0
18,secundaria,posgrado,privado,0,fuma_poco,15+,social,0.0,74.0,67.6,1193.0
21,primaria,bachillerato,privado,0,no_fuma,<5,deportiva,23.9,70.1,89.5,1222.0
19,secundaria,posgrado,privado,0,no_fuma,<5,cultural,18.8,75.4,88.9,1300.0
19,secundaria,primaria,publico,0,no_fuma,15+,deportiva,0.0,100.0,79.4,1300.0
19,universidad,secundaria,privado,1,fumador_ocasional,<5,cultural,39.1,86.5,66.6,1300.0
19,universidad,secundaria,privado,0,fuma_poco,<5,deportiva,11.4,86.6,66.9,1300.0
18,universidad,secundaria,privado,0,fumador_ocasional,<15,cultural,3.2,79.4,79.0,1300.0
20,sin_estudios,primaria,publico,1,fumador_constante,15+,deportiva,0.0,76.7,73.5,1293.0
21,secundaria,bachillerato,publico,0,no_fuma,<10,cultural,9.8,51.0,74.9,1296.0
17,bachillerato,universidad,publico,0,fuma_poco,15+,cultural,10.7,68.2,87.2,1300.0
20,sin_estudios,bachillerato,privado,0,fuma_poco,<15,deportiva,13.0,70.2,84.6,1180.0
19,secundaria,primaria,publico,0,fumador_constante,<5,cultural,9.0,56.3,90.4,1232.0
20,universidad,universidad,publico,0,fumador_constante,15+,deportiva,18.3,63.4,69.1,1253.0
21,primaria,bachillerato,privado,1,fuma_poco,<10,cultural,8.1,55.2,74.9,1226.0
17,bachillerato,secundaria,privado,0,no_fuma,<10,deportiva,0.0,74.6,84.8,1300.0
17,secundaria,universidad,privado,0,fumador_ocasional,<15,cultural,10.5,83.2,82.0,1300.0
21,sin_estudios,secundaria,publico,0,no_fuma,<10,deportiva,0.0,86.1,91.8,1300.0
21,secundaria,secundaria,privado,0,fumador_ocasional,<5,cultural,15.5,79.1,81.8,1300.0
19,posgrado,posgrado,publico,1,fumador_constante,<5,deportiva,2.2,65.4,94.6,1300.0
17,universidad,secundaria,publico,1,no_fuma,<10,cultural,13.6,55.7,82.9,1300.0
20,posgrado,bachillerato,publico,0,fuma_poco,15+,deportiva,25.1,57.4,87.6,1257.0
18,bachillerato,posgrado,publico,1,no_fuma,<15,social,2.5,62.3,75.1,1300.0
18,primaria,universidad,publico,0,no_fuma,15+,social,22.6,66.1,78.1,1247.0
21,bachillerato,primaria,privado,1,no_fuma,<10,deportiva,7.7,73.4,86.2,1300.0
19,bachillerato,primaria,publico,0,fumador_ocasional,<10,cultural,29.5,64.9,92.5,1288.0
18,universidad,sin_estudios,privado,1,fumador_constante,<5,deportiva,8.3,78.4,84.6,1300.0
17,primaria,bachillerato,publico,1,fumador_constante,<5,deportiva,3.6,72.7,77.3,1284.0
21,bachillerato,bachillerato,publico,0,no_fuma,<10,cultural,18.9,75.1,90.4,1255.0
20,primaria,primaria,publico,0,fumador_ocasional,<15,cultural,7.6,86.4,58.3,1300.0
21,secundaria,posgrado,publico,1,fuma_poco,15+,cultural,3.6,63.2,65.2,1280.0
20,universidad,bachillerato,publico,1,no_fuma,15+,deportiva,7.2,79.2,84.1,1300.0
21,bachillerato,secundaria,publico,0,no_fuma,<5,deportiva,11.6,74.9,78.1,1205.0
21,secundaria,bachillerato,publico,1,no_fuma,15+,deportiva,25.4,71.7,83.4,1293.0
21,secundaria,universidad,publico,0,fumador_constante,<10,cultural,0.0,83.9,78.6,1300.0
20,bachillerato,primaria,publico,0,fuma_poco,<5,cultural,12.2,83.8,83.1,1300.0
20,universidad,secundaria,privado,0,fuma_poco,15+,cultural,18.2,65.5,70.7,1131.0
21,universidad,universidad,publico,0,no_fuma,<15,deportiva,13.9,73.2,83.1,1300.0
18,posgrado,bachillerato,privado,1,fuma_poco,<5,deportiva,25.1,77.8,86.9,1281.0
19,universidad,bachillerato,privado,0,no_fuma,<10,deportiva,11.3,72.3,89.0,1300.0
19,secundaria,bachillerato,privado,1,no_fuma,<10,deportiva,10.2,80.9,96.1,1300.0
19,bachillerato,primaria,privado,0,fuma_poco,<15,deportiva,17.9,77.8,80.2,1249.0
20,secundaria,secundaria,publico,0,no_fuma,<10,social,13.0,93.3,80.5,1300.0
20,secundaria,bachillerato,privado,0,fumador_ocasional,15+,social,8.1,59.7,64.3,1196.0
18,universidad,secundaria,privado,0,no_fuma,<5,cultural,17.2,73.8,73.2,1245.0
19,sin_estudios,primaria,publico,0,fuma_poco,<10,cultural,5.5,65.9,76.3,1181.0
19,posgrado,universidad,publico,0,no_fuma,<10,deportiva,5.9,81.0,87.5,1277.0
21,bachillerato,posgrado,publico,0,fuma_poco,<10,social,6.7,58.8,72.5,1300.0
20,bachillerato,universidad,privado,0,no_fuma,<10,deportiva,25.5,78.5,85.2,1247.0
19,bachillerato,universidad,privado,0,no_fuma,<15,social,0.0,68.7,78.0,1298.0
18,universidad,secundaria,publico,0,fumador_constante,15+,cultural,16.0,67.7,76.4,1300.0
18,bachillerato,posgrado,publico,1,no_fuma,15+,deportiva,12.3,60.5,80.2,1290.0
19,bachillerato,secundaria,publico,1,fumador_ocasional,15+,social,0.0,70.3,74.5,1283.0
20,primaria,posgrado,publico,0,fumador_constante,15+,deportiva,15.1,85.8,74.1,1300.0
18,bachillerato,posgrado,privado,0,no_fuma,<15,cultural,16.8,74.7,62.7,1300.0
21,primaria,universidad,publico,0,no_fuma,15+,cultural,17.9,81.3,75.8,1249.0
18,universidad,posgrado,publico,1,fuma_poco,<10,deportiva,0.0,91.6,73.7,1300.0
17,bachillerato,bachillerato,publico,0,fumador_constante,<10,cultural,25.7,77.6,73.4,1207.0
17,bachillerato,secundaria,privado,0,fumador_constante,<10,cultural,4.6,69.4,81.8,1291.0
20,sin_estudios,bachillerato,publico,0,no_fuma,<10,cultural,18.9,79.7,83.9,1287.0
19,primaria,bachillerato,privado,0,fumador_ocasional,<10,deportiva,19.4,69.6,80.1,1232.0
